Numéro d'AMM,Nom du produit,Firme,Substance active,Unité
9500199,PROPLANT,AGRIPHAR SA,propamocarbe HCl (Propamocarb) 722 g/L,L/ha
2140173,LIBRAX,BASF FRANCE SAS,mÃ©tconazole (Metconazole) 45 g/L | fluxapyroxad (Fluxapyroxad) 62.5 g/L,L/ha
2140216,LIFE SCIENTIFIC DIQUAT,LIFE SCIENTIFIC LTD,diquat (dibromure) (Diquat (dibromide)) 200 g/L,L/ha
9500649,MIKAL FLASH,BAYER SAS,folpel (Folpet) 250 g/kg | fosÃ©tyl (Fosetyl) 500 g/kg,kg/hL
9100438,MILAGRO,ISK BIOSCIENCES EUROPE S.A.,nicosulfuron (Nicosulfuron) 40 g/L,L/ha
2070197,PROP'SOL DESHERBANT 360G N,CARDEL AGRO SPRL/BVBA,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2120154,PROPYZAMIDE SAPEC 40 SC,SAPEC AGRO S.A.,propyzamide (Propyzamide) 400 g/L,L/ha
2100108,PROSARO,BAYER SAS,prothioconazole (Prothioconazole) 125 g/L | tÃ©buconazole (Tebuconazole) 125 g/L,L/ha
9800420,PROSPER,BAYER SAS,spiroxamine (Spiroxamine) 500 g/L,L/ha
2110189,PROSTORE HN,FMC CHEMICAL SPRL,chlorprophame (Chlorpropham) 300 g/kg,VOIR PARTICULARITES D'EMPLOI
2150112,SANVINE,PHILAGRO,amisulbrom (Amisulbrom) 50 g/kg | folpel (Folpet) 500 g/kg,kg/ha
2090126,MILDICUT,ISK BIOSCIENCES EUROPE S.A.,cyazofamide (Cyazofamid) 25 g/L | phosphate disodique (Disodium phosphonate) 250 g/L,L/ha
2100234,KALENKOA,BAYER SAS,diflufÃ©nicanil (Diflufenican) 120 g/L | iodosulfuron-mÃ©thyl-sodium (Iodosulfuron) 7.5 g/L | mÃ©sosulfuron-methyle (Mesosulfuron) 9 g/L,L/ha
2100183,KANEMITE,CERTIS EUROPE BV,acÃ©quinocyle (Acequinocyl) 164 g/L,L/ha
2130059,KARAKAS,SAPEC AGRO S.A.,lambda-cyhalothrine (Lambda-Cyhalothrin) 100 g/L,L/ha
2080124,KARAL WG,NUFARM S.A,Metsulfuron-methyl (Metsulfuron-methyl) 200 g/kg,kg/ha
2070041,KARATE FORET,SYNGENTA FRANCE SAS,lambda-cyhalothrine (Lambda-Cyhalothrin) 5 %,kg/hL
8800395,KARATE K,SYNGENTA FRANCE SAS,lambda-cyhalothrine (Lambda-Cyhalothrin) 5 g/L | pirimicarbe (Pirimicarb) 100 g/L,L/ha
2030273,KARATE K JARDIN,SYNGENTA FRANCE SAS,lambda-cyhalothrine (Lambda-Cyhalothrin) 100 g/L | pirimicarbe (Pirimicarb) 100 g/L,L/hL
9200383,KARATE XPRESS,SYNGENTA FRANCE SAS,lambda-cyhalothrine (Lambda-Cyhalothrin) 5 %,kg/ha
2140162,RADICAL S,TRADI AGRI,glyphosate sel d'ammonium (Glyphosate) 720 g/L,g/10 mÂ²
2110200,CYBELE PRO,PHYTEUROP,ethephon (Ethephon) 480 g/L,L/ha
2020354,INSECTICIDE ALPHA CHJ,COMPO FRANCE SAS,alpha-cypermÃ©thrine (Alpha-Cypermethrin) 15 %,g/100 mÂ²
9500017,KALACH,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2070136,PALERMO,SFP EUROPE SA,cymoxanil (Cymoxanil) 4 % | mancozÃ¨be (Mancozeb) 46.5 %,kg/ha
9800336,KARATE AVEC TECHNOLOGIE ZEON,SYNGENTA FRANCE SAS,lambda-cyhalothrine (Lambda-Cyhalothrin) 100 g/L,
2150209,ROUNDUP VISION,MONSANTO SAS,glyphosate sel de potassium (Glyphosate) 441 g/L,L/ha
2140168,COPSEED,NUFARM S.A,sulfate de cuivre tribasique (Copper compounds) 190 g/L,L/q
2130063,PRIMERO,ROTAM AGROCHEMICAL EUROPE LIMITED,nicosulfuron (Nicosulfuron) 40 g/L,L/ha
2120061,PROPI 25EC,SHARDA EUROPE B.V.B.A,propiconazole (Propiconazole) 250 g/L,L/ha
2120030,ISONET LE,CBC BIOGARD SAS,"(Z)-9-dodÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 47.25 % | (E,Z)-7,9-dodÃ©cadien-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 47.25 %",diffuseurs/ha
2140254,KATOUN,JADE  Jardin Agriculture DÃ©veloppement,acide pÃ©largonique (Pelargonic Acid) 680 g/L,L/ha
9400496,OVISPRAY,TOTAL FLUIDES,huile de paraffine (Paraffin oils) 800 g/L,L/hL
2070108,PEL101GV,ELICITYL,heptamaloxyloglucane (Heptamaloxyloglucan) 874 g/L,g/ha
2110172,PEGASO M,BELCHIM CROP PROTECTION NV/SA,Valifenalate (Valifenalate) 60 g/kg | mancozÃ¨be (Mancozeb) 600 g/kg,kg/ha
2060086,INSIGNIA,BASF FRANCE SAS,Pyraclostrobin (Pyraclostrobin) 20 %,kg/ha
2120089,SABRE PJT,NUFARM S.A.S.,glyphosate (Glyphosate) 120 g/L | MCPA (MCPA) 60 g/L | diflufÃ©nicanil (Diflufenican) 15 g/L,L/ha
2150009,REVUS START PEPITE,SYNGENTA FRANCE SAS,mandipropamid (Mandipropamid) 250 g/kg | cymoxanil (Cymoxanil) 180 g/kg,kg/ha
2010319,PAVAPROP NG,NUFARM S.A.S.,MCPA (MCPA) 54 g/L | dichlorprop-P (Dichlorprop-P) 54 g/L | glyphosate sel d'isopropylamine (Glyphosate) 72 g/L,L/ha
9800201,PAVANETT EV,NUFARM S.A.S.,glyphosate sel d'isopropylamine (Glyphosate) 72 g/L | dichlorprop-P (Dichlorprop-P) 54 g/L | MCPA (MCPA) 54 g/L,L/ha
2000012,PAVANESS,NUFARM S.A.S.,glyphosate sel d'isopropylamine (Glyphosate) 72 g/L | MCPA (MCPA) 54 g/L | dichlorprop-P (Dichlorprop-P) 54 g/L,L/ha
2060051,FLEXITY,BASF FRANCE SAS,mÃ©trafÃ©none (Metrafenone) 300 g/L,L/ha
2150115,SANBLITE,NISSAN CHEMICAL EUROPE SARL,amisulbrom (Amisulbrom) 30 g/kg | mancozÃ¨be (Mancozeb) 600 g/kg,kg/ha
2140183,DECLINE 1.5 EW,FMC CHEMICAL SPRL,Deltamethrin (Deltamethrin) 15 g/L,L/ha
2140121,HERBISTOP,COMPO FRANCE SAS,acide pÃ©largonique (Pelargonic Acid) 237.59 g/L,mL/mÂ²
2160115,HERBISTOP SPRAY,COMPO FRANCE SAS,acide pelargonique (Fatty acids) 30.99 g/L,mL/mÂ²
9200379,IOTA L,PHILAGRO France,flutolanil (Flutolanil) 460 g/L,L/t
2080019,IODUS 2 CULTURES SPECIALISEES,LABORATOIRES GOEMAR,laminarine (Laminarin) 45 g/L,L/hL
2100241,ISOMATE-OFM,SUMI AGRO FRANCE,(E)-8-dodÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.0144 g/diffuseur | Z-8-DodÃ©cÃ©nol (Straight Chain Lepidopteran Pheromones) 0.0024 g/diffuseur | z-8-dodÃ©cenyl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.2232 g/diffuseur,diffuseurs/ha
2120130,ISOMATE-OFM TT,SUMI AGRO FRANCE,z-8-dodÃ©cenyl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.4464 g/diffuseur | (E)-8-dodÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.0288 g/diffuseur | Z-8-DodÃ©cÃ©nol (Straight Chain Lepidopteran Pheromones) 0.0048 g/diffuseur,diffuseurs/ha
2120196,IPPON,ARYSTA LIFESCIENCE BENELUX SPRL,iprodione (Iprodione) 500 g/L,L/ha
2150364,ROSANIL RTU,ARYSTA LIFESCIENCE BENELUX SPRL,cypermÃ©thrine (Cypermethrin) 0.05 g/L | myclobutanil (Myclobutanil) 0.075 g/L,L/10 mÂ²
2160852,ROUNDUP PRO 360,MONSANTO SAS,glyphosate sel d'isopropylamine (Glyphosate) 485.9 g/L,L/ha
2010027,MILBEKNOCK EC,BELCHIM CROP PROTECTION NV/SA,Milbemectin (Milbemectin) 9.3 g/L,L/ha
2140143,CIDETRAK-OFM,CERTIS EUROPE BV,(E/Z)-8-dodÃ©cenyl acÃ©tate + (Z)-8-dodÃ©cenol (blend mixture) (Straight Chain Lepidopteran Pheromones) 0.25 g/diffuseur,diffuseurs/ha
2030062,PROPEVE 480,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2130151,TUBERCLEAN JARDIN,ARYSTA LIFESCIENCE GREAT BRITAIN LTD,hydrazide malÃ©Ã¯que (sel de potassium) (Maleic hydrazide) 804 g/kg,g/mÂ²
2070176,SABOR,FIL'S,Triethanolamine (Triethanolamine) 108 g/L | Polymere complexe d'ethylene et de propylene (Polymere complexe d'ethylene et de propylene) 21.6 g/L,L/hL
2100190,ISOPHYT+,GROUPE MEAC SAS,Triethanolamine (Triethanolamine) 108 g/L | Polymere complexe d'ethylene et de propylene (Polymere complexe d'ethylene et de propylene) 21.6 g/L,L/hL
2070174,GRIGOBOL,JLS TECHNIQUES,Triethanolamine (Triethanolamine) 108 g/L | Polymere complexe d'ethylene et de propylene (Polymere complexe d'ethylene et de propylene) 21.6 g/L,L/hL
2120062,DYNAO,S.D.P.,Polymere d'amine gras (Polymere d'amine gras) 50 % | Polysorbate 20 (Polysorbate 20) 50 %,L/hL
9700212,FIXATOR,B.H.S,Huile minerale paraffinique (Huile minerale paraffinique) 846.45 g/L,L/ha
2150493,PIXIES,JOUFFRAY DRILLAUD,Alkylpolyglucoside (Alkylpolyglucoside) 435 g/L,L/hL
7700706,FLORANID GAZON DESHERBANT S 15 5 8 3,COMPO FRANCE SAS,"2,4-D sel de dimethylamine (2,4-D) 7 g/kg | dicamba sel de dimethylamine (Dicamba) 1 g/kg",g/mÂ²
2000071,FLORANID 4 A,COMPO FRANCE SAS,"2,4-D ester de butyl glycol (2,4-D) 0.7 % | dicamba (Dicamba) 0.1 % | sulfate de fer (Iron sulphate) 26.81 %",kg/ha
2110061,FLAGSHIP B,SYNGENTA AGRO S.A.S.,Thiamethoxam (Thiamethoxam) 12 g/kg,batonnet/L de substrat
2110062,FLAGSHIP GR,SYNGENTA AGRO S.A.S.,Thiamethoxam (Thiamethoxam) 12 g/kg,g/L
2110170 + 2100151,ADEXAR + COMET 200,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 62.5 g/L | fluxapyroxad (Fluxapyroxad) 62.5 g/L | Pyraclostrobin (Pyraclostrobin) 200 g/L,L/ha
2150786,SHARPEN 33% EC,SHARDA EUROPE b.v.b.a,pendimÃ©thaline (Pendimethalin) 330 g/L,L/ha
2080125,RACING,CHEMINOVA (DANEMARK),Metsulfuron-methyl (Metsulfuron-methyl) 200 g/kg,kg/ha
2160556,AFAENA,ADAMA FRANCE SAS,Clomazone (Clomazone) 360 g/L,L/ha
2159999,LIFE SCIENTIFIC PIRIMICARB,LIFE SCIENTIFIC LTD,pirimicarbe (Pirimicarb) 500 g/kg,kg/ha
2160759,CIELEX,DUPONT SOLUTIONS (FRANCE) S.A.S.,Cyproconazole (Cyproconazole) 60 g/L | penthiopyrade (Penthiopyrad) 150 g/L,L/ha
2160273,ANTIGERME BRABANT 600 ULTRA,AGRICHEM BV,chlorprophame (Chlorpropham) 600 g/L,
2160434,BELPROIL-A,PROBELTE,huile de paraffine (Paraffin oil/(CAS 8042-47-5)) 830 g/L,L/ha
2150215,BELURE-T,"PROBELTE, SA.",tribenuron (Tribenuron) 750 g/kg,kg/ha
2150216,TARIKA,LAINCO S.A.,tribenuron (Tribenuron) 750 g/kg,kg/ha
2150438,TWINGO,DE SANGOSSE,cymoxanil (Cymoxanil) 40 g/kg | folpel (Folpet) 334 g/kg,kg/ha
9400012,GREMAN,PHYTEUROP,tÃ©traconazole (Tetraconazole) 100 g/L,L/ha
2160756,SYLLIT 544 SC,ARYSTA LIFESCIENCE BENELUX SPRL,dodine (Dodine) 544 g/L,L/ha
2160727,OSSETIA,ROTAM AGROCHEMICAL EUROPE LIMITED,diflufÃ©nicanil (Diflufenican) 500 g/kg,kg/ha
9100034,JADEX-O-460,SOCIETE  FINANCIERE DE PONTARLIER,chlormÃ©quat (Chlormequat) 460 g/L,L/ha
8400574,KERB FLO,DOW AGROSCIENCES SAS,propyzamide (Propyzamide) 400 g/L,L/ha
2160839,MELUCINE 25SC,SAPEC AGRO SA,azoxystrobine (Azoxystrobin) 250 g/L,L/ha
2150008,REGALIS PLUS,BASF FRANCE SAS,prohexadione-calcium (Prohexadion calcium) 100 g/kg,
9200392,GREENOR,DOW AGROSCIENCES SAS,clopyralid (Clopyralid) 20 g/L | fluroxypyr ester 1-mÃ©thylheptyl (Fluroxypyr) 40 g/L | MCPA sel de potassium (MCPA) 200 g/L,L/ha
2140150,FYORD,CHEMINOVA AGRO FRANCE SAS,iprodione (Iprodione) 255 g/L,L/ha
2100012,JUAN,CHEMINOVA AGRO FRANCE SA,pÃ©thoxamid (Pethoxamid) 600 g/L,L/ha
2140184,PROLECTUS,PHILAGRO France,fenpyrazamine (Fenpyrazamine) 500 g/kg,kg/ha
2140188,SARI PLUS,BASF FRANCE SAS,dithianon (Dithianon) 250 g/L | pyrimÃ©thanil (Pyrimethanil) 250 g/L,L/ha
2150931,BELTANOL-L,PROBELTE,8-Hydroxyquinoline (oxyquinoleine) (8-Hydroxyquinoline incl. oxyquinoleine) 500 g/L,L/ha
2150012,CALLIPRIME XTRA,SYNGENTA FRANCE SAS,mÃ©sotrione (Mesotrione) 480 g/L,L/ha
2160692,MERLIN FLEXX XTRA,BAYER SAS (CROPSCIENCE),Isoxaflutole (Isoxaflutole) 240 g/L | cyprosulfamide (Cyprosulfamid) 239.99 g/L,L/ha
2140098,IELO,DOW AGROSCIENCES SAS,aminopyralide sel de potassium (Aminopyralid) 6.272 g/L | Propyzamide (Propyzamide) 500 g/L,L/ha
2140238,MADEX TWIN,ANDERMATT BIOCONTROL GmbH,Cydia pomonella granulovirus (CpGV-V22) (Cydia pomonella granulosis virus) 30000000000000 OB/L,L/ha
8900681,PROWL 400,BASF FRANCE SAS,pendimÃ©thaline (Pendimethalin) 400 g/L,L/ha
2150247,SOUVERAIN OD,SAPEC Agro S.A.,nicosulfuron (Nicosulfuron) 20 g/L | sulcotrione (Sulcotrione) 150 g/L,L/ha
9200018,OPUS,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 125 g/L,L/ha
8800841,SCORE,SYNGENTA FRANCE SAS,difÃ©noconazole (Difenoconazole) 250 g/L,L/ha
2110084,QDX INSECTICIDE BIO PLM,SBM DEVELOPPEMENT,pyrÃ©thrines (Pyrethrins) 0.25 g/L | pipÃ©ronyl butoxide (Piperonyl butoxyde) 1.8 g/L,mL
2120071,SCIMITAR PRO,SYNGENTA FRANCE SAS,lambda-cyhalothrine (Lambda-Cyhalothrin) 0.75 g/L,L/ha
9200436,SELVA,SOCIETE  FINANCIERE DE PONTARLIER,cuivre de l'oxychlorure de cuivre (Copper compounds) 300 g/L | cymoxanil (Cymoxanil) 30 g/L,L/ha
2110143,SENCORAL SC,BAYER SAS,mÃ©tribuzine (Metribuzin) 600 g/L,L/ha
2020065,SENCORAL UDJ,BAYER SAS,mÃ©tribuzine (Metribuzin) 70 %,g/100 mÂ²
9700354,SENCORAL ULTRADISPERSIBLE,BAYER SAS,mÃ©tribuzine (Metribuzin) 70 %,kg/ha
2050001,SERENADE BIOFUNGICIDE,NUFARM S.A,Bacillus subtilis str. QST 713 (Bacillus subtilis str. QST 713) 5 10 EXP 9  UFC/G,g/kg
2000195,SERENO,BAYER SAS,fÃ©namidone (Fenamidone) 100 g/kg | mancozÃ¨be (Mancozeb) 500 g/kg,kg/ha
2030011,SHARK,FMC CHEMICAL SPRL,carfentrazone-Ã©thyl (Carfentrazone-ethyl) 60 g/L,L/ha
2110083,QDX TRAITEMENT TOTAL BIO PLM,SBM DEVELOPPEMENT,sulfate de cuivre tribasique (Copper compounds) 0.85 g/L | pyrÃ©thrines (Pyrethrins) 0.25 g/L | soufre (Sulphur) 6 g/L,voir conditions d'emploi
2140099,QUICK 5% EC,SHARDA EUROPE B.V.B.A,quizalofop-P-Ã©thyl (Quizalofop-P-ethyl) 50 g/L,L/ha
9200488,QUICK CLAIM RTU,SCOTTS FRANCE S.A.S.,glyphosate sel d'isopropylamine (Glyphosate) 7.2 g/L,L/ha
2100182,OPUS NEW,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 83 g/L,L/ha
9000259,GRATIL,BAYER SAS,amidosulfuron (Amidosulfuron) 75 %,kg/ha
2140004,SYLVINET SC,CHEMINOVA AGRO FRANCE SAS,propyzamide (Propyzamide) 400 g/L,L/ha
2000091,KAVEA DG,INDOFIL INDUSTRIES (Netherlands) B.V.,mancozÃ¨be (Mancozeb) 75 %,kg/ha
2150078,NERO,CHEMINOVA A/S,clomazone (Clomazone) 24 g/L | pÃ©thoxamid (Pethoxamid) 400 g/L,L/ha
2120070,KESTREL,BAYER SAS,prothioconazole (Prothioconazole) 160 g/L | tÃ©buconazole (Tebuconazole) 80 g/L,L/ha
2010099,PUCERONS CPJ,COMPAGNIE DES PRODUITS POUR LE JARDIN,acides gras / acides gras sel de potassium (Fatty acids) 9.75 g/L,
2100069,RACING TF,CHEMINOVA A/S,Metsulfuron-methyl (Metsulfuron-methyl) 70 g/kg | Thifensulfuron (Thifensulfuron) 680 g/kg,kg/ha
2140181,FOLDER 80 WG,ARYSTA LIFESCIENCE BENELUX SPRL,folpel (Folpet) 800 g/kg,kg/ha
9400286,GLYFONET 360,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 360 g/L,mL/mÂ²
9200548,GUSTAFSON 42 S,ARYSTA LIFESCIENCE GREAT BRITAIN LTD,thirame (Thiram) 480 g/L,L/q
2140187,CAPEX,ANDERMATT BIOCONTROL GmbH,virus de la granulose d'Adoxophyses orana souche BV-0001 (Adoxophyes orana GV strain BV-0001) 520.05 g/L,L/ha
2160475,AZUPEC 80 GD,SAPEC AGRO S.A.,Sulphur (Sulphur)   | Sulphur (Sulphur) 800 g/kg,kg/ha
9700070,KATANA 25 WG,ISK BIOSCIENCES EUROPE S.A.,flazasulfuron (Flazasulfuron) 25 %,kg/ha
2080114,PROXANIL,ARYSTA LIFESCIENCE BENELUX SPRL,cymoxanil (Cymoxanil) 50 g/L | propamocarbe HCl (Propamocarb) 400 g/L,L/ha
2140041,REVIVE,SYNGENTA FRANCE SAS,emamectine benzoate (Emamectin) 42.9 g/L,L/Palmier
2120171,ALIETTE GREEN,BAYER SAS,fosÃ©tyl (Fosetyl) 800 g/kg,kg/ha
9300465,GLYFIN,NOVAFITO SPA,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
9300466,GLYFIN IND,NOVAFITO SPA,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
9300468,GLYFIN PJT,NOVAFITO SPA,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,mL/10 mÂ²
2010292,GLYFORT 180,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 180 g/L,L/ha
2040199,GOLTIX 70 UD,ADAMA FRANCE SAS,mÃ©tamitrone (Metamitron) 70 %,kg/ha
9800098,GOLTIX 90 ULTRADISPERSIBLE,ADAMA FRANCE SAS,mÃ©tamitrone (Metamitron) 900 g/kg,kg/ha
2030341,GOUDRON DE NORVEGE AEROSOL,SODI POC,goudron de pin (Goudron de pin) 375 g/L,
2030340,GOUDRON DE NORVEGE PATE FLUIDE,SODI POC,goudron de pin (Goudron de pin) 100 %,
2020199,GOUDRON DE PIN DES LANDES,ONGUENT DU MARECHAL,goudron de pin (Goudron de pin) 100 %,
8800001,GOUDRON DE PIN DIT DE NORVEGE L'HOMME LEFORT,COMPAGNIE DES PRODUITS POUR LE JARDIN,goudron de pin (Goudron de pin) 100 %,
8800519,GOUDRON DE PIN DIT DE NORVEGE PELTON,SCOTTS FRANCE S.A.S.,goudron de pin (Goudron de pin) 100 %,
9000361,GOUDRON VEGETAL DE PIN DES LANDES,B. NAVARRE,goudron de pin (Goudron de pin) 100 %,
2080030,GRANEOR EXPERT,CEREXAGRI S.A.S.,manÃ¨be (Maneb) 75 %,kg/ha
2090147,GRANEX PLUS,SCOTTS FRANCE S.A.S.,oxadiazon (Oxadiazon) 1.4 % | pendimÃ©thaline (Pendimethalin) 1 %,g/mÂ²
2130114,CERATIPACK,SEDQ,deltamÃ©thrine (Deltamethrin) 0.015 g/diffuseur | hydrochlorure de trimÃ©thylamine (Trimethylamine hydrochloride) 0.5 g/diffuseur | acÃ©tate d'ammonium (Ammonium acetate) 7.8 g/diffuseur,diffuseurs/ha
2060116,JOAO,BAYER SAS,prothioconazole (Prothioconazole) 250 g/L,L/ha
9100410,OPTICA,AH MARKS AND COMPANY LIMITED,mÃ©coprop-P (Mecoprop-P) 600 g/L,L/ha
9900009,OPTION FLASH,BAYER SAS,folpel (Folpet) 250 g/kg | fosÃ©tyl (Fosetyl) 500 g/kg,kg/hL
2100246,OPTI-PRE,DOW AGROSCIENCES SAS,aminopyralide (Aminopyralid) 30 g/L | fluroxypyr (Fluroxypyr) 100 g/L,L/ha
2150114,TRADIAMETRON WG,TRADI AGRI,mÃ©tamitrone (Metamitron) 700 g/kg,kg/ha
2150011,HORIZON JARDIN,BAYER SAS,tÃ©buconazole (Tebuconazole) 25 g/L,mL/L
2140063,TUBERPROP ULTRA,AGRICHEM BV,chlorprophame (Chlorpropham) 300 g/L,L/t
2140159,MILAGRO 240,SYNGENTA FRANCE SAS,nicosulfuron (Nicosulfuron) 240 g/L,L/ha
2090178,PROTROS AL,BAYER SAS,tÃ©buconazole (Tebuconazole) 0.125 g/L | trifloxystrobine (Trifloxystrobin) 0.125 g/L,mL/mÂ²
2090046,PROVADO COMPACT,BAYER SAS,imidaclopride (Imidacloprid) 25.8 g/kg,
8400521,PROWL,BASF FRANCE SAS,pendimÃ©thaline (Pendimethalin) 330 g/L,L/ha
2090064,PULSAR 40,BASF FRANCE SAS,imazamox (Imazamox) 40 g/L,L/ha
8700020,RACER ME,ADAMA FRANCE SAS,flurochloridone (Flurochloridone) 250 g/L,L/ha
8800504,K OBIOL CE 25 PB,BAYER SAS,deltamÃ©thrine (Deltamethrin) 25 g/L | pipÃ©ronyl butoxide (Piperonyl butoxyde) 225 g/L,L/t
2090026,PYRUS 400,ARYSTA LIFESCIENCE BENELUX SPRL,pyrimÃ©thanil (Pyrimethanil) 400 g/L,L/ha
2140176,NACELLE,SAPEC AGRO S.A.,dimÃ©thomorphe (Dimethomorph) 90 g/kg | mancozÃ¨be (Mancozeb) 600 g/kg,kg/ha
2130225,KARBEL,PROBELTE,iprodione (Iprodione) 500 g/kg,kg/ha
2100052,KAYAK,SYNGENTA FRANCE SAS,cyprodinil (Cyprodinil) 300 g/L,L/ha
8400278,KB CICATRISANT S,SCOTTS FRANCE S.A.S.,goudron de pin (Goudron de pin) 464 g/L,
9100178,KB GLU,SCOTTS FRANCE S.A.S.,Huile de riccin ethoxylee (Huile de riccin ethoxylee) 64 % | rÃ©sines (Resines) 32 %,
9100376,KB KOMANDO PLUS,SCOTTS FRANCE S.A.S.,glyphosate sel d'isopropylamine (Glyphosate) 120 g/L,L/ha
2150253,PRIAM TOP,HELM AG,tÃ©buconazole (Tebuconazole) 250 g/L,L/ha
8900618,KB MASTIC A CICATRISER,SCOTTS FRANCE S.A.S.,Huile vegetale (Huile vegetale) 11.5 % | rÃ©sines (Resines) 37 %,
8900619,KB MASTIC A GREFFER,SCOTTS FRANCE S.A.S.,Huile vegetale (Huile vegetale) 15 % | rÃ©sines (Resines) 40 %,
9400463,KEMIFAM FLOW,BAYER SAS,phenmÃ©diphame (Phenmedipham) 160 g/L,L/ha
2110021,KENTAN 40 WG,ISAGRO SPA,composÃ©s du cuivre (Copper compounds) 400 g/kg,kg/ha
9900139,KERB 80 WG,DOW AGROSCIENCES SAS,propyzamide (Propyzamide) 80 %,kg/ha
2000218,KERB FORESTIER LIQUIDE,DOW AGROSCIENCES SAS,propyzamide (Propyzamide) 400 g/L,L/ha
9600434,KILIM FLASH,BAYER SAS,folpel (Folpet) 250 g/kg | fosÃ©tyl (Fosetyl) 500 g/kg,kg/hL
2130184,NOMIX VERT,NOMIX ENVIRO LTD,glyphosate sel d'isopropylamine (Glyphosate) 144 g/L,L/ha
2100001,GUILD,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 348 g/L | pyraflufÃ¨ne-Ã©thyle (Pyraflufen-ethyl) 1.71 g/L,L/ha
9600023,RADICAL EV,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2010290,GLYFORT PRET A L EMPLOI,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 7.2 g/L,mL/mÂ²
2100162,SERENADE MAX,BAYER SAS,Bacillus subtilis str. QST 713 (Bacillus subtilis str. QST 713) 156.7 g/kg,kg/ha
2110040,SERENADE JARDINS,BAYER SAS,Bacillus subtilis str. QST 713 (Bacillus subtilis str. QST 713) 156.7 g/kg,g/100 mÂ²
9200086,QUICKPHOS TABLETS 3.0G NEW,UPL France SAS,phosphure d'aluminium (Aluminium phosphide) 56 %,g/t
2130009,REPULSIF LAPINS LIQUIDE JARDIN,SBM DEVELOPPEMENT,poivre (Pepper) 30 g/L,L/ha
2160384,MODDUS EVO,SYNGENTA FRANCE SAS,trinexapac-Ã©thyl (Trinexapac) 250 g/L,L/ha
2090105,GRAIN D'OR,SAPEC AGRO,soufre (Sulphur) 985 g/kg,kg/ha
9800293,KERRIN 3C,TAMINCO BVBA,chlormÃ©quat (chlorure de) (Chlormequat) 460 g/L,L/ha
9900081,JAPICA,K-I CHEMICAL EUROPE SA/NV,mÃ©panipyrime (Mepanipyrim) 50 %,kg/ha
2160226,IRONMAX PRO,DE SANGOSSE,phosphate ferrique (Ferric phosphate) 30 g/kg,kg/ha
2130108,ISONET 2,BASF FRANCE SAS,"(E,Z)-7,9-dodÃ©cadien-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.172 g/diffuseur",diffuseurs/ha
2140208,MYCOSTOP,VERDERA OY,Streptomyces griseoviridis (K61) (Streptomyces K61 (formerly S. griseoviridis)) 500000000 UFC/kg,kg/ha
9200020,OPUS TEAM,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 84 g/L | fenpropimorphe (Fenpropimorph) 250 g/L,L/ha
2000333,OPERA,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 50 g/L | Pyraclostrobin (Pyraclostrobin) 133 g/L,L/ha
2140119,MEBEL,ARYSTA LIFESCIENCE BENELUX SPRL,mÃ©tribuzine (Metribuzin) 70 %,kg/ha
9100231,KB LIMACE APPAT GRANULE,SCOTTS FRANCE S.A.S.,metaldÃ©hyde (Metaldehyde) 5 %,g/mÂ²
2110004,SETANTA FLO,Mitsui AgriScience International S.A./N.V,Propyzamide (Propyzamide) 400 g/L,L/ha
2110141,OPTIMO TECH,BASF FRANCE SAS,dimÃ©thomorphe (Dimethomorph) 72 g/L | Pyraclostrobin (Pyraclostrobin) 40 g/L,L/ha
2090060,PROTEUS,BAYER SAS,deltamÃ©thrine (Deltamethrin) 10 g/L | thiaclopride (Thiacloprid) 100 g/L,L/ha
2140165,ALMERIA 70 WG,SAPEC AGRO S.A.,mÃ©tribuzine (Metribuzin) 70 %,kg/ha
